Date Lifted,Exercise,Weight (kg),Weight (lb),Reps,Bodyweight (kg),Bodyweight (lb),Percentile (%),Warmup
2021-08-12,Shoulder Press,35,77.2,7,74,163.1,18.9,0
2021-08-12,Shoulder Press,32.5,71.7,3,74,163.1,9.3,0
2021-08-12,Shoulder Press,30,66.1,3,74,163.1,6.8,0
2021-08-12,Shoulder Press,20,44.1,5,74,163.1,1.7,0
2021-08-12,Squat,60,132.3,5,74,163.1,6.2,0
2021-08-12,Squat,60,132.3,5,74,163.1,6.2,0
2021-08-12,Squat,80,176.4,5,74,163.1,20.6,0
2021-08-12,Squat,70,154.3,3,74,163.1,9.4,0
2021-08-12,Squat,60,132.3,3,74,163.1,4.7,0
2021-08-12,Squat,50,110.2,3,74,163.1,2,0
2021-08-09,Bench Press,50,110.2,5,74,163.1,10.2,0
2021-08-09,Bench Press,50,110.2,5,74,163.1,10.2,0
2021-08-09,Bench Press,50,110.2,5,74,163.1,10.2,0
2021-08-09,Bench Press,62.5,137.8,5,74,163.1,23.8,0
2021-08-09,Bench Press,55,121.3,3,74,163.1,11.7,0
2021-08-09,Bench Press,50,110.2,3,74,163.1,7.9,0
2021-08-06,Shoulder Press,30,66.1,5,74,163.1,8.6,0
2021-08-06,Shoulder Press,30,66.1,5,74,163.1,8.6,0
2021-08-06,Shoulder Press,30,66.1,5,74,163.1,8.6,0
2021-08-06,Shoulder Press,30,66.1,5,74,163.1,8.6,0
2021-08-06,Shoulder Press,35,77.2,8,74,163.1,21.2,0
2021-08-06,Shoulder Press,32.5,71.7,3,74,163.1,9.3,0
2021-08-06,Shoulder Press,30,66.1,5,74,163.1,8.6,0
2021-08-06,Shoulder Press,20,44.1,5,74,163.1,1.7,0
2021-07-30,Squat,60,132.3,5,74,163.1,6.2,0
2021-07-30,Squat,60,132.3,5,74,163.1,6.2,0
2021-07-30,Squat,60,132.3,5,74,163.1,6.2,0
2021-07-30,Squat,60,132.3,6,74,163.1,7.2,0
2021-07-30,Squat,80,176.4,6,74,163.1,23.1,0
2021-07-30,Squat,70,154.3,3,74,163.1,9.4,0
2021-07-30,Squat,60,132.3,3,74,163.1,4.7,0
2021-07-30,Squat,50,110.2,3,74,163.1,2,0
2021-07-30,Bench Press,50,110.2,5,74,163.1,10.2,0
2021-07-30,Bench Press,50,110.2,5,74,163.1,10.2,0
2021-07-30,Bench Press,50,110.2,5,74,163.1,10.2,0
2021-07-30,Bench Press,50,110.2,5,74,163.1,10.2,0
2021-07-30,Bench Press,62.5,137.8,4,74,163.1,21.3,0
2021-07-30,Bench Press,55,121.3,3,74,163.1,11.7,0
2021-07-30,Bench Press,50,110.2,5,74,163.1,10.2,0
2021-07-30,Bench Press,40,88.2,5,74,163.1,3.8,0
2021-07-10,Shoulder Press,27.5,60.6,5,74,163.1,6.2,0
2021-07-10,Shoulder Press,27.5,60.6,5,74,163.1,6.2,0
2021-07-10,Shoulder Press,27.5,60.6,5,74,163.1,6.2,0
2021-07-10,Shoulder Press,27.5,60.6,5,74,163.1,6.2,0
2021-07-10,Shoulder Press,35,77.2,8,74,163.1,21.2,0
2021-07-10,Shoulder Press,32.5,71.7,3,74,163.1,9.3,0
2021-07-10,Shoulder Press,27.5,60.6,3,74,163.1,4.8,0
2021-07-10,Shoulder Press,20,44.1,5,74,163.1,1.7,0
2021-06-24,Dumbbell Row,30,66.1,12,74,163.1,53.1,0
2021-06-24,Dumbbell Row,30,66.1,10,74,163.1,48.7,0
2021-06-24,Bench Press,52.5,115.7,5,74,163.1,12.4,0
2021-06-24,Bench Press,52.5,115.7,5,74,163.1,12.4,0
2021-06-24,Bench Press,52.5,115.7,5,74,163.1,12.4,0
2021-06-24,Bench Press,67.5,148.8,3,74,163.1,25.1,0
2021-06-24,Bench Press,60,132.3,3,74,163.1,16.5,0
2021-06-24,Bench Press,52.5,115.7,5,74,163.1,12.4,0
2021-06-24,Bench Press,40,88.2,5,74,163.1,3.8,0
2021-06-22,Pull Ups,0,0,4,73,160.9,14.9,0
2021-06-22,Pull Ups,0,0,4,73,160.9,14.9,0
2021-06-22,Pull Ups,0,0,5,73,160.9,17.5,0
2021-06-22,Pull Ups,0,0,6,73,160.9,20.4,0
2021-06-22,Pull Ups,0,0,8,73,160.9,27.8,0
2021-06-22,Shoulder Press,30,66.1,5,73,160.9,9.3,0
2021-06-22,Shoulder Press,30,66.1,5,73,160.9,9.3,0
2021-06-22,Shoulder Press,30,66.1,5,73,160.9,9.3,0
2021-06-22,Shoulder Press,37.5,82.7,7,73,160.9,24.9,0
2021-06-22,Shoulder Press,35,77.2,3,73,160.9,13.1,0
2021-06-22,Shoulder Press,30,66.1,5,73,160.9,9.3,0
2021-06-22,Shoulder Press,20,44.1,5,73,160.9,1.8,0
2021-06-17,Deadlift,80,176.4,5,73,160.9,10.6,0
2021-06-17,Deadlift,70,154.3,3,73,160.9,4.2,0
2021-06-17,Deadlift,60,132.3,3,73,160.9,1.9,0
2021-06-17,Bench Press,45,99.2,5,73,160.9,7.1,0
2021-06-17,Bench Press,45,99.2,5,73,160.9,7.1,0
2021-06-17,Bench Press,45,99.2,5,73,160.9,7.1,0
2021-06-17,Bench Press,45,99.2,5,73,160.9,7.1,0
2021-06-17,Bench Press,60,132.3,8,73,160.9,30.3,0
2021-06-17,Bench Press,52.5,115.7,5,73,160.9,13.3,0
2021-06-17,Bench Press,45,99.2,5,73,160.9,7.1,0
2021-06-15,Pull Ups,0,0,7,73,160.9,23.9,0
2021-06-15,Pull Ups,0,0,8,73,160.9,27.8,0
2021-06-15,Shoulder Press,25,55.1,5,73,160.9,4.6,0
2021-06-15,Shoulder Press,25,55.1,5,73,160.9,4.6,0
2021-06-15,Shoulder Press,25,55.1,5,73,160.9,4.6,0
2021-06-15,Shoulder Press,25,55.1,5,73,160.9,4.6,0
2021-06-15,Shoulder Press,35,77.2,9,73,160.9,25,0
2021-06-15,Shoulder Press,30,66.1,5,73,160.9,9.3,0
2021-06-15,Shoulder Press,25,55.1,5,73,160.9,4.6,0
2021-06-15,Shoulder Press,20,44.1,5,73,160.9,1.8,0
2021-06-15,Squat,60,132.3,5,73,160.9,6.8,0
2021-06-15,Squat,77.5,170.9,7,73,160.9,24.5,0
2021-06-15,Squat,67.5,148.8,5,73,160.9,11.3,0
2021-06-15,Squat,60,132.3,5,73,160.9,6.8,0
2021-06-15,Squat,50,110.2,5,73,160.9,2.9,0
2021-06-09,Squat,80,176.4,5,73,160.9,21.8,0
2021-06-09,Squat,70,154.3,5,73,160.9,13.1,0
2021-06-09,Squat,60,132.3,5,73,160.9,6.8,0
2021-06-09,Squat,50,110.2,5,73,160.9,2.9,0
2021-06-09,Pull Ups,0,0,9,73,160.9,32.4,0
2021-06-09,Bench Press,45,99.2,5,73,160.9,7.1,0
2021-06-09,Bench Press,45,99.2,5,73,160.9,7.1,0
2021-06-09,Bench Press,45,99.2,5,73,160.9,7.1,0
2021-06-09,Bench Press,60,132.3,7,73,160.9,27.2,0
2021-06-09,Bench Press,52.5,115.7,5,73,160.9,13.3,0
2021-06-09,Bench Press,45,99.2,5,73,160.9,7.1,0
2021-06-03,Shoulder Press,30,66.1,5,73,160.9,9.3,0
2021-06-03,Shoulder Press,30,66.1,5,73,160.9,9.3,0
2021-06-03,Shoulder Press,30,66.1,5,73,160.9,9.3,0
2021-06-03,Shoulder Press,35,77.2,9,73,160.9,25,0
2021-06-03,Shoulder Press,35,77.2,3,73,160.9,13.1,0
2021-06-03,Shoulder Press,30,66.1,3,73,160.9,7.4,0
2021-06-01,Pull Ups,0,0,8,73,160.9,27.8,0
2021-06-01,Pull Ups,0,0,8,73,160.9,27.8,0
2021-06-01,Bench Press,50,110.2,5,73,160.9,11,0
2021-06-01,Bench Press,50,110.2,5,73,160.9,11,0
2021-06-01,Bench Press,50,110.2,5,73,160.9,11,0
2021-06-01,Bench Press,62.5,137.8,5,73,160.9,25.1,0
2021-06-01,Bench Press,55,121.3,3,73,160.9,12.6,0
2021-06-01,Bench Press,50,110.2,3,73,160.9,8.6,0
2021-06-01,Bench Press,50,110.2,3,73,160.9,8.6,0
2021-05-30,Squat,60,132.3,5,73,160.9,6.8,0
2021-05-30,Squat,60,132.3,5,73,160.9,6.8,0
2021-05-30,Squat,80,176.4,4,73,160.9,19.5,0
2021-05-30,Squat,70,154.3,3,73,160.9,10.2,0
2021-05-30,Squat,60,132.3,3,73,160.9,5.2,0
2021-05-30,Squat,50,110.2,5,73,160.9,2.9,0
2021-05-30,Shoulder Press,27.5,60.6,5,73,160.9,6.6,0
2021-05-30,Shoulder Press,27.5,60.6,5,73,160.9,6.6,0
2021-05-30,Shoulder Press,27.5,60.6,5,73,160.9,6.6,0
2021-05-30,Shoulder Press,27.5,60.6,5,73,160.9,6.6,0
2021-05-30,Shoulder Press,27.5,60.6,5,73,160.9,6.6,0
2021-05-30,Shoulder Press,35,77.2,8,73,160.9,22.3,0
2021-05-30,Shoulder Press,32.5,71.7,3,73,160.9,10,0
2021-05-30,Shoulder Press,27.5,60.6,3,73,160.9,5.2,0
2021-05-30,Shoulder Press,20,44.1,5,73,160.9,1.8,0
2021-05-28,Pull Ups,0,0,8,73,160.9,27.8,0
2021-05-28,Pull Ups,0,0,8,73,160.9,27.8,0
2021-05-28,Bench Press,50,110.2,5,73,160.9,11,0
2021-05-28,Bench Press,50,110.2,5,73,160.9,11,0
2021-05-28,Bench Press,50,110.2,5,73,160.9,11,0
2021-05-28,Bench Press,50,110.2,5,73,160.9,11,0
2021-05-28,Bench Press,62.5,137.8,5,73,160.9,25.1,0
2021-05-28,Bench Press,55,121.3,3,73,160.9,12.6,0
2021-05-28,Bench Press,50,110.2,3,73,160.9,8.6,0
2021-05-28,Bench Press,40,88.2,5,73,160.9,4.2,0
2021-05-24,Pull Ups,0,0,8,73,160.9,27.8,0
2021-05-24,Shoulder Press,30,66.1,5,73,160.9,9.3,0
2021-05-24,Shoulder Press,30,66.1,5,73,160.9,9.3,0
2021-05-24,Shoulder Press,30,66.1,5,73,160.9,9.3,0
2021-05-24,Shoulder Press,30,66.1,5,73,160.9,9.3,0
2021-05-24,Shoulder Press,30,66.1,5,73,160.9,9.3,0
2021-05-24,Shoulder Press,35,77.2,7,73,160.9,20,0
2021-05-24,Shoulder Press,30,66.1,5,73,160.9,9.3,0
2021-05-24,Shoulder Press,20,44.1,5,73,160.9,1.8,0
2021-05-20,Squat,50,110.2,5,73,160.9,2.9,0
2021-05-20,Squat,50,110.2,5,73,160.9,2.9,0
2021-05-20,Squat,70,154.3,8,73,160.9,19.2,0
2021-05-20,Squat,60,132.3,5,73,160.9,6.8,0
2021-05-20,Squat,50,110.2,5,73,160.9,2.9,0
2021-05-20,Bench Press,50,110.2,5,73,160.9,11,0
2021-05-20,Bench Press,50,110.2,5,73,160.9,11,0
2021-05-20,Bench Press,50,110.2,5,73,160.9,11,0
2021-05-20,Bench Press,60,132.3,5,73,160.9,21.9,0
2021-05-20,Bench Press,50,110.2,5,73,160.9,11,0
2021-05-20,Bench Press,40,88.2,5,73,160.9,4.2,0
2021-05-13,Pull Ups,0,0,7,73,160.9,23.9,0
2021-05-13,Pull Ups,0,0,8,73,160.9,27.8,0
2021-05-13,Shoulder Press,30,66.1,5,73,160.9,9.3,0
2021-05-13,Shoulder Press,30,66.1,5,73,160.9,9.3,0
2021-05-13,Shoulder Press,30,66.1,5,73,160.9,9.3,0
2021-05-13,Shoulder Press,40,88.2,2,73,160.9,18.7,0
2021-05-13,Shoulder Press,35,77.2,5,73,160.9,16.1,0
2021-05-13,Shoulder Press,30,66.1,5,73,160.9,9.3,0
2021-05-13,Shoulder Press,20,44.1,5,73,160.9,1.8,0
2021-05-11,Bench Press,50,110.2,5,73,160.9,11,0
2021-05-11,Bench Press,50,110.2,5,73,160.9,11,0
2021-05-11,Bench Press,50,110.2,5,73,160.9,11,0
2021-05-11,Bench Press,50,110.2,5,73,160.9,11,0
2021-05-11,Bench Press,60,132.3,5,73,160.9,21.9,0
2021-05-11,Bench Press,50,110.2,5,73,160.9,11,0
2021-05-11,Bench Press,40,88.2,5,73,160.9,4.2,0
2021-05-03,Pull Ups,0,0,7,73,160.9,23.9,0
2021-05-03,Pull Ups,0,0,7,73,160.9,23.9,0
2021-05-03,Pull Ups,0,0,8,73,160.9,27.8,0
2021-05-03,Squat,60,132.3,5,73,160.9,6.8,0
2021-05-03,Squat,60,132.3,5,73,160.9,6.8,0
2021-05-03,Squat,75,165.4,6,73,160.9,19.4,0
2021-05-03,Squat,60,132.3,5,73,160.9,6.8,0
2021-05-03,Squat,50,110.2,5,73,160.9,2.9,0
2021-05-03,Squat,40,88.2,5,73,160.9,1,0
2021-05-03,Bench Press,50,110.2,5,73,160.9,11,0
2021-05-03,Bench Press,50,110.2,5,73,160.9,11,0
2021-05-03,Bench Press,50,110.2,5,73,160.9,11,0
2021-05-03,Bench Press,60,132.3,5,73,160.9,21.9,0
2021-05-03,Bench Press,60,132.3,3,73,160.9,17.6,0
2021-05-03,Bench Press,52.5,115.7,3,73,160.9,10.5,0
2021-05-03,Bench Press,40,88.2,5,73,160.9,4.2,0
2021-03-15,Deadlift,60,132.3,5,73,160.9,2.6,0
2021-03-15,Deadlift,60,132.3,5,73,160.9,2.6,0
2021-03-15,Deadlift,60,132.3,5,73,160.9,2.6,0
2021-03-15,Deadlift,80,176.4,8,73,160.9,16.2,0
2021-03-15,Deadlift,72.5,159.8,3,73,160.9,5,0
2021-03-15,Deadlift,62.5,137.8,3,73,160.9,2.4,0
2021-03-15,Shoulder Press,32.5,71.7,5,73,160.9,12.4,0
2021-03-15,Shoulder Press,32.5,71.7,5,73,160.9,12.4,0
2021-03-15,Shoulder Press,32.5,71.7,5,73,160.9,12.4,0
2021-03-15,Shoulder Press,32.5,71.7,5,73,160.9,12.4,0
2021-03-15,Shoulder Press,32.5,71.7,5,73,160.9,12.4,0
2021-03-15,Shoulder Press,40,88.2,4,73,160.9,22.6,0
2021-03-15,Shoulder Press,35,77.2,3,73,160.9,13.1,0
2021-03-15,Shoulder Press,32.5,71.7,3,73,160.9,10,0
2021-03-15,Shoulder Press,20,44.1,5,73,160.9,1.8,0
2021-03-11,Pull Ups,0,0,8,73,160.9,27.8,0
2021-03-11,Bench Press,57.5,126.8,5,73,160.9,18.8,0
2021-03-11,Bench Press,57.5,126.8,5,73,160.9,18.8,0
2021-03-11,Bench Press,57.5,126.8,5,73,160.9,18.8,0
2021-03-11,Bench Press,57.5,126.8,5,73,160.9,18.8,0
2021-03-11,Bench Press,72.5,159.8,1,73,160.9,27.8,0
2021-03-11,Bench Press,65,143.3,3,73,160.9,23.4,0
2021-03-11,Bench Press,57.5,126.8,5,73,160.9,18.8,0
2021-03-11,Bench Press,40,88.2,5,73,160.9,4.2,0
2021-03-11,Squat,67.5,148.8,5,73,160.9,11.3,0
2021-03-11,Squat,67.5,148.8,5,73,160.9,11.3,0
2021-03-11,Squat,67.5,148.8,5,73,160.9,11.3,0
2021-03-11,Squat,85,187.4,5,73,160.9,27,0
2021-03-11,Squat,77.5,170.9,3,73,160.9,15.4,0
2021-03-11,Squat,67.5,148.8,5,73,160.9,11.3,0
2021-03-11,Squat,60,132.3,3,73,160.9,5.2,0
2021-03-01,Pull Ups,0,0,9,73,160.9,32.4,0
2021-03-01,Shoulder Press,35,77.2,5,73,160.9,16.1,0
2021-03-01,Shoulder Press,35,77.2,5,73,160.9,16.1,0
2021-03-01,Shoulder Press,42.5,93.7,4,73,160.9,27.3,0
2021-03-01,Shoulder Press,37.5,82.7,3,73,160.9,16.6,0
2021-03-01,Shoulder Press,35,77.2,5,73,160.9,16.1,0
2021-03-01,Shoulder Press,20,44.1,5,73,160.9,1.8,0
2021-03-01,Squat,67.5,148.8,5,73,160.9,11.3,0
2021-03-01,Squat,67.5,148.8,5,73,160.9,11.3,0
2021-03-01,Squat,85,187.4,4,73,160.9,24.3,0
2021-03-01,Squat,77.5,170.9,3,73,160.9,15.4,0
2021-03-01,Squat,67.5,148.8,5,73,160.9,11.3,0
2021-02-19,Pull Ups,0,0,10,73,160.9,37.2,0
2021-02-19,Bench Press,52.5,115.7,5,73,160.9,13.3,0
2021-02-19,Bench Press,52.5,115.7,5,73,160.9,13.3,0
2021-02-19,Bench Press,52.5,115.7,5,73,160.9,13.3,0
2021-02-19,Bench Press,52.5,115.7,5,73,160.9,13.3,0
2021-02-19,Bench Press,52.5,115.7,5,73,160.9,13.3,0
2021-02-19,Bench Press,67.5,148.8,3,73,160.9,26.5,0
2021-02-19,Bench Press,60,132.3,3,73,160.9,17.6,0
2021-02-19,Bench Press,52.5,115.7,3,73,160.9,10.5,0
2021-02-19,Bench Press,40,88.2,5,73,160.9,4.2,0
2021-02-17,Pull Ups,0,0,10,73,160.9,37.2,0
2021-02-17,Deadlift,60,132.3,5,73,160.9,2.6,0
2021-02-17,Deadlift,60,132.3,5,73,160.9,2.6,0
2021-02-17,Deadlift,60,132.3,5,73,160.9,2.6,0
2021-02-17,Deadlift,80,176.4,8,73,160.9,16.2,0
2021-02-17,Deadlift,70,154.3,3,73,160.9,4.2,0
2021-02-17,Deadlift,60,132.3,3,73,160.9,1.9,0
2021-02-17,Shoulder Press,32.5,71.7,5,73,160.9,12.4,0
2021-02-17,Shoulder Press,32.5,71.7,5,73,160.9,12.4,0
2021-02-17,Shoulder Press,32.5,71.7,5,73,160.9,12.4,0
2021-02-17,Shoulder Press,32.5,71.7,5,73,160.9,12.4,0
2021-02-17,Shoulder Press,32.5,71.7,5,73,160.9,12.4,0
2021-02-17,Shoulder Press,40,88.2,6,73,160.9,27.5,0
2021-02-17,Shoulder Press,35,77.2,3,73,160.9,13.1,0
2021-02-17,Shoulder Press,30,66.1,3,73,160.9,7.4,0
2021-02-17,Shoulder Press,20,44.1,5,73,160.9,1.8,0
2021-02-15,Pull Ups,0,0,8,73,160.9,27.8,0
2021-02-15,Squat,62.5,137.8,5,73,160.9,8.1,0
2021-02-15,Squat,80,176.4,6,73,160.9,24.4,0
2021-02-15,Squat,72.5,159.8,3,73,160.9,11.8,0
2021-02-15,Squat,52.5,115.7,3,73,160.9,2.8,0
2021-02-15,Bench Press,52.5,115.7,5,73,160.9,13.3,0
2021-02-15,Bench Press,52.5,115.7,5,73,160.9,13.3,0
2021-02-15,Bench Press,52.5,115.7,5,73,160.9,13.3,0
2021-02-15,Bench Press,52.5,115.7,5,73,160.9,13.3,0
2021-02-15,Bench Press,67.5,148.8,2,73,160.9,24.1,0
2021-02-15,Bench Press,60,132.3,3,73,160.9,17.6,0
2021-02-15,Bench Press,52.5,115.7,4,73,160.9,11.8,0
2021-02-15,Bench Press,40,88.2,5,73,160.9,4.2,0
2021-02-11,Pull Ups,0,0,8,73,160.9,27.8,0
2021-02-11,Shoulder Press,32.5,71.7,5,73,160.9,12.4,0
2021-02-11,Shoulder Press,32.5,71.7,5,73,160.9,12.4,0
2021-02-11,Shoulder Press,40,88.2,5,73,160.9,24.9,0
2021-02-11,Shoulder Press,35,77.2,3,73,160.9,13.1,0
2021-02-11,Shoulder Press,32.5,71.7,5,73,160.9,12.4,0
2021-02-11,Shoulder Press,20,44.1,5,73,160.9,1.8,0
2021-02-11,Squat,65,143.3,5,73,160.9,9.6,0
2021-02-11,Squat,65,143.3,5,73,160.9,9.6,0
2021-02-11,Squat,80,176.4,6,73,160.9,24.4,0
2021-02-11,Squat,72.5,159.8,3,73,160.9,11.8,0
2021-02-11,Squat,65,143.3,5,73,160.9,9.6,0
2021-02-11,Squat,50,110.2,5,73,160.9,2.9,0
2021-02-08,Pull Ups,0,0,4,73,160.9,14.9,0
2021-02-08,Pull Ups,0,0,4,73,160.9,14.9,0
2021-02-08,Pull Ups,0,0,5,73,160.9,17.5,0
2021-02-08,Pull Ups,0,0,8,73,160.9,27.8,0
2021-02-08,Deadlift,60,132.3,5,73,160.9,2.6,0
2021-02-08,Deadlift,80,176.4,7,73,160.9,14,0
2021-02-08,Deadlift,72.5,159.8,3,73,160.9,5,0
2021-02-08,Deadlift,65,143.3,5,73,160.9,3.9,0
2021-02-08,Deadlift,60,132.3,5,73,160.9,2.6,0
2021-02-08,Bench Press,55,121.3,5,73,160.9,15.9,0
2021-02-08,Bench Press,55,121.3,5,73,160.9,15.9,0
2021-02-08,Bench Press,55,121.3,5,73,160.9,15.9,0
2021-02-08,Bench Press,55,121.3,5,73,160.9,15.9,0
2021-02-08,Bench Press,55,121.3,5,73,160.9,15.9,0
2021-02-08,Bench Press,70,154.3,2,73,160.9,27.2,0
2021-02-08,Bench Press,62.5,137.8,3,73,160.9,20.4,0
2021-02-08,Bench Press,55,121.3,5,73,160.9,15.9,0
2021-02-08,Bench Press,40,88.2,5,73,160.9,4.2,0
2021-02-04,Squat,72.5,159.8,8,73,160.9,21.8,0
2021-02-04,Squat,65,143.3,5,73,160.9,9.6,0
2021-02-04,Squat,55,121.3,5,73,160.9,4.6,0
2021-02-04,Squat,50,110.2,3,73,160.9,2.2,0
2021-02-04,Shoulder Press,27.5,60.6,5,73,160.9,6.6,0
2021-02-04,Shoulder Press,27.5,60.6,5,73,160.9,6.6,0
2021-02-04,Shoulder Press,27.5,60.6,5,73,160.9,6.6,0
2021-02-04,Shoulder Press,27.5,60.6,5,73,160.9,6.6,0
2021-02-04,Shoulder Press,27.5,60.6,5,73,160.9,6.6,0
2021-02-04,Shoulder Press,35,77.2,8,73,160.9,22.3,0
2021-02-04,Shoulder Press,32.5,71.7,5,73,160.9,12.4,0
2021-02-04,Shoulder Press,27.5,60.6,5,73,160.9,6.6,0
2021-02-04,Shoulder Press,20,44.1,5,73,160.9,1.8,0
2021-02-02,Pull Ups,0,0,5,73,160.9,17.5,0
2021-02-02,Pull Ups,0,0,5,73,160.9,17.5,0
2021-02-02,Pull Ups,0,0,9,73,160.9,32.4,0
2021-02-02,Bench Press,50,110.2,5,73,160.9,11,0
2021-02-02,Bench Press,50,110.2,5,73,160.9,11,0
2021-02-02,Bench Press,50,110.2,5,73,160.9,11,0
2021-02-02,Bench Press,50,110.2,5,73,160.9,11,0
2021-02-02,Bench Press,50,110.2,5,73,160.9,11,0
2021-02-02,Bench Press,62.5,137.8,5,73,160.9,25.1,0
2021-02-02,Bench Press,55,121.3,5,73,160.9,15.9,0
2021-02-02,Bench Press,47.5,104.7,5,73,160.9,8.9,0
2021-02-02,Bench Press,40,88.2,5,73,160.9,4.2,0
2021-01-29,Deadlift,60,132.3,5,73,160.9,2.6,0
2021-01-29,Deadlift,77.5,170.9,8,73,160.9,14.2,0
2021-01-29,Deadlift,67.5,148.8,3,73,160.9,3.5,0
2021-01-29,Deadlift,60,132.3,3,73,160.9,1.9,0
2021-01-29,Shoulder Press,30,66.1,5,73,160.9,9.3,0
2021-01-29,Shoulder Press,30,66.1,5,73,160.9,9.3,0
2021-01-29,Shoulder Press,30,66.1,5,73,160.9,9.3,0
2021-01-29,Shoulder Press,30,66.1,5,73,160.9,9.3,0
2021-01-29,Shoulder Press,37.5,82.7,8,73,160.9,27.6,0
2021-01-29,Shoulder Press,35,77.2,3,73,160.9,13.1,0
2021-01-29,Shoulder Press,30,66.1,3,73,160.9,7.4,0
2021-01-29,Shoulder Press,20,44.1,5,73,160.9,1.8,0
2021-01-27,Bench Press,50,110.2,5,73,160.9,11,0
2021-01-27,Bench Press,50,110.2,5,73,160.9,11,0
2021-01-27,Bench Press,50,110.2,5,73,160.9,11,0
2021-01-27,Bench Press,50,110.2,5,73,160.9,11,0
2021-01-27,Bench Press,65,143.3,3,73,160.9,23.4,0
2021-01-27,Bench Press,50,110.2,3,73,160.9,8.6,0
2021-01-27,Bench Press,57.5,126.8,3,73,160.9,15,0
2021-01-27,Bench Press,40,88.2,5,73,160.9,4.2,0
2021-01-27,Squat,60,132.3,5,73,160.9,6.8,0
2021-01-27,Squat,60,132.3,5,73,160.9,6.8,0
2021-01-27,Squat,60,132.3,5,73,160.9,6.8,0
2021-01-27,Squat,77.5,170.9,6,73,160.9,21.8,0
2021-01-27,Squat,67.5,148.8,3,73,160.9,8.7,0
2021-01-27,Squat,60,132.3,3,73,160.9,5.2,0
2021-01-27,Squat,50,110.2,3,73,160.9,2.2,0
2021-01-25,Shoulder Press,30,66.1,5,73,160.9,9.3,0
2021-01-25,Shoulder Press,30,66.1,5,73,160.9,9.3,0
2021-01-25,Shoulder Press,37.5,82.7,7,73,160.9,24.9,0
2021-01-25,Shoulder Press,35,77.2,3,73,160.9,13.1,0
2021-01-25,Shoulder Press,30,66.1,3,73,160.9,7.4,0
2021-01-25,Shoulder Press,20,44.1,5,73,160.9,1.8,0
2021-01-25,Pull Ups,0,0,5,73,160.9,17.5,0
2021-01-25,Pull Ups,0,0,8,73,160.9,27.8,0
2021-01-25,Squat,60,132.3,5,73,160.9,6.8,0
2021-01-25,Squat,77.5,170.9,6,73,160.9,21.8,0
2021-01-25,Squat,67.5,148.8,3,73,160.9,8.7,0
2021-01-25,Squat,60,132.3,5,73,160.9,6.8,0
2021-01-25,Squat,50,110.2,5,73,160.9,2.9,0
2021-01-04,Shoulder Press,35,77.2,9,73,160.9,25,0
2021-01-04,Shoulder Press,35,77.2,9,73,160.9,25,0
2021-01-04,Shoulder Press,32.5,71.7,5,73,160.9,12.4,0
2021-01-04,Shoulder Press,30,66.1,5,73,160.9,9.3,0
2021-01-04,Shoulder Press,20,44.1,5,73,160.9,1.8,0
2021-01-04,Squat,55,121.3,5,73,160.9,4.6,0
2021-01-04,Squat,55,121.3,5,73,160.9,4.6,0
2021-01-04,Squat,55,121.3,5,73,160.9,4.6,0
2021-01-04,Squat,72.5,159.8,9,73,160.9,24.8,0
2021-01-04,Squat,65,143.3,5,73,160.9,9.6,0
2021-01-04,Squat,55,121.3,5,73,160.9,4.6,0
2020-12-28,Pull Ups,0,0,9,73,160.9,32.4,0
2020-12-28,Pull Ups,0,0,9,73,160.9,32.4,0
2020-12-28,Deadlift,65,143.3,5,73,160.9,3.9,0
2020-12-28,Deadlift,65,143.3,5,73,160.9,3.9,0
2020-12-28,Deadlift,80,176.4,7,73,160.9,14,0
2020-12-28,Deadlift,72.5,159.8,3,73,160.9,5,0
2020-12-28,Deadlift,65,143.3,3,73,160.9,2.9,0
2020-12-28,Deadlift,50,110.2,5,73,160.9,1,0
2020-12-28,Bench Press,50,110.2,5,73,160.9,11,0
2020-12-28,Bench Press,50,110.2,5,73,160.9,11,0
2020-12-28,Bench Press,50,110.2,5,73,160.9,11,0
2020-12-28,Bench Press,50,110.2,5,73,160.9,11,0
2020-12-28,Bench Press,65,143.3,5,73,160.9,28.6,0
2020-12-28,Bench Press,57.5,126.8,3,73,160.9,15,0
2020-12-28,Bench Press,50,110.2,3,73,160.9,8.6,0
2020-12-28,Bench Press,40,88.2,5,73,160.9,4.2,0
2020-12-24,Pull Ups,0,0,10,73,160.9,37.2,0
2020-12-24,Squat,80,176.4,6,73,160.9,24.4,0
2020-12-24,Squat,70,154.3,3,73,160.9,10.2,0
2020-12-24,Squat,60,132.3,5,73,160.9,6.8,0
2020-12-24,Squat,60,132.3,5,73,160.9,6.8,0
2020-12-24,Squat,50,110.2,5,73,160.9,2.9,0
2020-12-24,Shoulder Press,32.5,71.7,5,73,160.9,12.4,0
2020-12-24,Shoulder Press,32.5,71.7,5,73,160.9,12.4,0
2020-12-24,Shoulder Press,32.5,71.7,5,73,160.9,12.4,0
2020-12-24,Shoulder Press,40,88.2,5,73,160.9,24.9,0
2020-12-24,Shoulder Press,35,77.2,3,73,160.9,13.1,0
2020-12-24,Shoulder Press,32.5,71.7,5,73,160.9,12.4,0
2020-12-18,Bench Press,52.5,115.7,5,73,160.9,13.3,0
2020-12-18,Bench Press,52.5,115.7,5,73,160.9,13.3,0
2020-12-18,Bench Press,52.5,115.7,5,73,160.9,13.3,0
